game, current_winner1, current_winner2, current_loser1, current_loser2, winner_mean, loser_mean, phat
5329, 103184, 103185, 103977, 105385, 1974.550, 1516.307, 0.9305
5330, 103543, 104269, 102968, 103455, 1742.086, 1464.651, 0.8155
5331, 104646, 104690, 104136, 103822, 1533.848, 1530.136, 0.4238
5332, 105053, 105292, 106207, 105441, 1463.218, 1470.506, 0.4058
5333, 103794, 103782, 105449, 105023, 1526.756, 1501.993, 0.4587
5334, 105051, 105032, 104159, 105439, 1528.269, 1492.627, 0.4769
5335, 104589, 103720, 105775, 104551, 1523.247, 1475.198, 0.4978
5336, 105572, 105030, 105217, 103369, 1524.691, 1475.309, 0.5000
5337, 103828, 104486, 104122, 104919, 1583.400, 1481.183, 0.5873
5338, 104679, 105188, 105807, 105311, 1674.650, 1508.774, 0.6839
5339, 103876, 104160, 104415, 103730, 1587.536, 1595.610, 0.4045
5340, 103110, 105643, 103594, 104495, 1551.615, 1528.831, 0.4554
5341, 103184, 103185, 105051, 105032, 1978.474, 1524.344, 0.9288
5342, 103543, 104269, 105572, 105030, 1753.575, 1513.203, 0.7775
5343, 105053, 105292, 103794, 103782, 1492.511, 1497.462, 0.4096
5344, 104589, 103720, 104646, 104690, 1548.695, 1508.401, 0.4847
5345, 103828, 104486, 103110, 105643, 1605.865, 1529.150, 0.5456
5346, 103876, 104160, 104679, 105188, 1618.558, 1643.628, 0.3772
5347, 103184, 103185, 104589, 103720, 1982.744, 1544.425, 0.9223
5348, 103543, 104269, 105053, 105292, 1763.111, 1482.975, 0.8180
5349, 103828, 104486, 103876, 104160, 1631.463, 1592.960, 0.4817
5350, 103184, 103185, 103543, 104269, 1994.126, 1751.729, 0.7798
5351, 106033, 104112, 103828, 104486, 1534.248, 1597.215, 0.3193
5352, 104620, 104926, 104600, 104693, 1731.922, 1641.952, 0.5674
5353, 103523, 103529, 102382, 105577, 1723.111, 1476.507, 0.7843
5354, 108701, 104857, 105208, 105683, 1773.402, 1497.657, 0.8138
5355, 104871, 104468, 104731, 103781, 1551.612, 1477.339, 0.5416
5356, 103586, 103690, 104719, 104043, 1612.239, 1626.267, 0.3948
5357, 103018, 104022, 103780, 104071, 1596.904, 1635.998, 0.3553
5358, 104586, 103285, 105227, 103594, 1524.691, 1475.309, 0.5000
5359, 103184, 103185, 104586, 103285, 1997.608, 1521.210, 0.9372
5360, 103580, 103946, 104620, 104926, 1803.442, 1710.720, 0.5719
5361, 104471, 104249, 104871, 104468, 1696.055, 1535.350, 0.6765
5362, 102110, 102800, 103586, 103690, 1794.752, 1598.263, 0.7252
5363, 103018, 104022, 103566, 103917, 1635.425, 1751.005, 0.2481
5364, 103523, 103529, 103997, 102963, 1739.644, 1582.955, 0.6708
5365, 103898, 104273, 108701, 104857, 1728.371, 1743.255, 0.3935
5366, 106033, 104112, 105138, 104312, 1554.919, 1455.325, 0.5831
5367, 103184, 103185, 103898, 104273, 2006.807, 1719.172, 0.8249
5368, 103018, 104022, 103580, 103946, 1672.262, 1766.605, 0.2754
5369, 104471, 104249, 103523, 103529, 1723.890, 1711.809, 0.4376
5370, 102110, 102800, 106033, 104112, 1805.206, 1544.465, 0.7991
5371, 103184, 103185, 102110, 102800, 2019.065, 1792.948, 0.7614
5372, 104471, 104249, 103018, 104022, 1745.004, 1651.148, 0.5738
5373, 103184, 103185, 104471, 104249, 2028.070, 1736.000, 0.8289
5374, 104926, 103781, 103580, 103946, 1543.183, 1723.422, 0.1773
5375, 104471, 104249, 103852, 103018, 1753.009, 1603.291, 0.6606
5376, 104619, 103565, 103543, 104269, 1542.302, 1709.427, 0.1901
5377, 102110, 102800, 108701, 104857, 1814.193, 1722.011, 0.5710
5378, 103523, 103529, 104600, 104693, 1731.713, 1622.048, 0.5992
5379, 104500, 105302, 105138, 103656, 1524.691, 1475.309, 0.5000
5380, 104559, 105062, 105807, 105077, 1503.212, 1394.248, 0.5981
5381, 103828, 104486, 103917, 105173, 1615.365, 1481.851, 0.6364
5382, 103780, 104071, 103812, 126202, 1651.802, 1484.197, 0.6863
5383, 103586, 103690, 104136, 103822, 1618.281, 1510.118, 0.5968
5384, 104679, 105188, 103876, 106207, 1658.991, 1484.637, 0.6957
5385, 103110, 104312, 104003, 104494, 1493.679, 1450.132, 0.4902
5386, 104415, 104504, 104465, 103577, 1583.375, 1479.646, 0.5897
5387, 104797, 104586, 104160, 103730, 1524.691, 1475.309, 0.5000
5388, 102382, 105577, 103594, 104495, 1504.980, 1500.359, 0.4253
5389, 104471, 104249, 103997, 102963, 1766.902, 1569.062, 0.7269
5390, 102110, 102800, 103523, 103529, 1833.277, 1712.628, 0.6165
5391, 104926, 103781, 104559, 105062, 1565.087, 1481.308, 0.5573
5392, 104619, 103565, 104500, 105302, 1565.751, 1501.242, 0.5253
5393, 103828, 104486, 104415, 104504, 1637.816, 1560.924, 0.5459
5394, 104797, 104586, 103780, 104071, 1558.626, 1617.867, 0.3248
5395, 104679, 105188, 103110, 104312, 1673.142, 1479.529, 0.7214
5396, 102110, 102800, 104471, 104249, 1853.410, 1746.770, 0.5944
5397, 104619, 103565, 104926, 103781, 1590.395, 1540.443, 0.5010
5398, 103828, 104486, 104679, 105188, 1665.049, 1645.909, 0.4493
5399, 103586, 103690, 104797, 104586, 1638.858, 1538.048, 0.5850
5400, 104619, 103565, 102110, 102800, 1633.369, 1810.437, 0.1803
5401, 103828, 104486, 103586, 103690, 1687.901, 1616.006, 0.5376
5402, 103780, 104071, 103540, 105573, 1634.746, 1483.122, 0.6634
5403, 108701, 104857, 104465, 103577, 1732.351, 1469.305, 0.8014
5404, 104679, 105188, 103651, 105526, 1661.141, 1484.767, 0.6984
5405, 103720, 104594, 103876, 105775, 1575.113, 1479.056, 0.5773
5406, 104460, 102382, 103594, 103781, 1523.027, 1453.300, 0.5340
5407, 104160, 106207, 105643, 104268, 1524.691, 1475.309, 0.5000
5408, 104415, 104504, 103110, 104312, 1580.078, 1460.374, 0.6150
5409, 103782, 103813, 104897, 105906, 1500.000, 1450.617, 0.5000
5410, 104655, 103543, 104495, 102987, 1552.553, 1477.409, 0.5430
5411, 104198, 104667, 103586, 103690, 1594.487, 1587.718, 0.4288
5412, 104136, 103822, 104122, 105807, 1534.094, 1476.025, 0.5146
5413, 102886, 103863, 104349, 106393, 1559.677, 1477.935, 0.5539
5414, 105051, 104098, 102968, 103080, 1525.311, 1483.375, 0.4875
5415, 105671, 105311, 103977, 104217, 1499.200, 1447.331, 0.5042
5416, 104559, 104873, 104979, 105062, 1519.959, 1411.029, 0.5980
5417, 103780, 104071, 103782, 103813, 1650.622, 1484.124, 0.6847
